************************************************************************************************************************************************************************************************************************************************************************************************************
basic info
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    10
engine_to_start      20
steps                302
resources            20
************************************************************************************************************************************************************************************************************************************************************************************************************
resource availability
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0   	R1   	R2   	R3   	R4   	R5   	R6   	R7   	R8   	R9   	R10  	R11  	R12  	R13  	R14  	R15  	R16  	R17  	R18  	R19  	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
************************************************************************************************************************************************************************************************************************************************************************************************************
engine info
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_no           	engine_type         	isDaxiu             	hasStarted          	due_date            	
0                   	6                   	0                   	1                   	30                  	
1                   	0                   	1                   	1                   	30                  	
2                   	6                   	1                   	1                   	30                  	
3                   	2                   	0                   	1                   	30                  	
4                   	8                   	0                   	1                   	30                  	
5                   	6                   	0                   	1                   	30                  	
6                   	4                   	1                   	1                   	30                  	
7                   	7                   	1                   	1                   	30                  	
8                   	4                   	1                   	1                   	30                  	
9                   	8                   	1                   	1                   	30                  	
10                  	4                   	1                   	0                   	30                  	
11                  	7                   	0                   	0                   	30                  	
12                  	0                   	1                   	0                   	30                  	
13                  	2                   	1                   	0                   	30                  	
14                  	7                   	1                   	0                   	60                  	
15                  	1                   	1                   	0                   	60                  	
16                  	6                   	0                   	0                   	60                  	
17                  	7                   	0                   	0                   	60                  	
18                  	5                   	0                   	0                   	60                  	
19                  	1                   	1                   	0                   	60                  	
20                  	3                   	0                   	0                   	30                  	
21                  	7                   	0                   	0                   	30                  	
22                  	7                   	1                   	0                   	60                  	
23                  	3                   	0                   	0                   	30                  	
24                  	8                   	1                   	0                   	30                  	
25                  	2                   	0                   	0                   	30                  	
26                  	0                   	1                   	0                   	30                  	
27                  	6                   	1                   	0                   	30                  	
28                  	4                   	1                   	0                   	30                  	
29                  	3                   	1                   	0                   	60                  	
************************************************************************************************************************************************************************************************************************************************************************************************************
step info
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
step_no             	step_name           	engine_no           	status              	resource_occupation 	stand_by_time       	due_time            	punish_weight       	schedule_start_time 	modes               	successors          	successor_list      	
22                  	chuanzhuang         	2                   	2                   	6                   	0                   	10000               	0                   	-1                  	1                   	1                   	23                  	
23                  	zongzhuang          	2                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	24                  	
24                  	shiche              	2                   	1                   	-1                  	0                   	10000               	0                   	0                   	9                   	1                   	25                  	
25                  	fenjie              	2                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	26                  	
26                  	gujian              	2                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	27                  	
27                  	buzhuang            	2                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	28                  	
28                  	chuanzhuang         	2                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	29                  	
29                  	zongzhuang          	2                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	30                  	
30                  	shiche              	2                   	1                   	-1                  	0                   	30                  	0.50                	0                   	9                   	1                   	301                 	
31                  	buzhuang            	3                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	32                  	
32                  	chuanzhuang         	3                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	33                  	
33                  	zongzhuang          	3                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	34                  	
34                  	shiche              	3                   	3                   	-1                  	0                   	10000               	0                   	0                   	4                   	1                   	35                  	
35                  	fenjie              	3                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	36                  	
36                  	gujian              	3                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	37                  	
37                  	buzhuang            	3                   	2                   	0                   	0                   	10000               	0                   	-3                  	1                   	1                   	38                  	
38                  	chuanzhuang         	3                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	39                  	
39                  	zongzhuang          	3                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	40                  	
40                  	shiche              	3                   	1                   	-1                  	0                   	30                  	0.81                	0                   	4                   	1                   	301                 	
41                  	buzhuang            	4                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	42                  	
42                  	chuanzhuang         	4                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	43                  	
43                  	zongzhuang          	4                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	44                  	
44                  	shiche              	4                   	3                   	-1                  	0                   	10000               	0                   	0                   	3                   	1                   	45                  	
45                  	fenjie              	4                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	46                  	
46                  	gujian              	4                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	47                  	
47                  	buzhuang            	4                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	48                  	
48                  	chuanzhuang         	4                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	49                  	
49                  	zongzhuang          	4                   	2                   	2                   	0                   	10000               	0                   	0                   	1                   	1                   	50                  	
50                  	shiche              	4                   	1                   	-1                  	0                   	30                  	0.93                	0                   	3                   	1                   	301                 	
51                  	buzhuang            	5                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	52                  	
52                  	chuanzhuang         	5                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	53                  	
53                  	zongzhuang          	5                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	54                  	
54                  	shiche              	5                   	2                   	10                  	0                   	10000               	0                   	-1                  	9                   	1                   	55                  	
55                  	fenjie              	5                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	56                  	
56                  	gujian              	5                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	57                  	
57                  	buzhuang            	5                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	58                  	
58                  	chuanzhuang         	5                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	59                  	
59                  	zongzhuang          	5                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	60                  	
60                  	shiche              	5                   	1                   	-1                  	0                   	30                  	0.92                	0                   	9                   	1                   	301                 	
61                  	buzhuang            	6                   	2                   	5                   	0                   	10000               	0                   	-1                  	1                   	1                   	62                  	
62                  	chuanzhuang         	6                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	63                  	
63                  	zongzhuang          	6                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	64                  	
64                  	shiche              	6                   	1                   	-1                  	0                   	10000               	0                   	0                   	3                   	1                   	65                  	
65                  	fenjie              	6                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	66                  	
66                  	gujian              	6                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	67                  	
67                  	buzhuang            	6                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	68                  	
68                  	chuanzhuang         	6                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	69                  	
69                  	zongzhuang          	6                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	70                  	
70                  	shiche              	6                   	1                   	-1                  	0                   	30                  	1.06                	0                   	3                   	1                   	301                 	
71                  	buzhuang            	7                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	72                  	
72                  	chuanzhuang         	7                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	73                  	
73                  	zongzhuang          	7                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	74                  	
74                  	shiche              	7                   	2                   	13                  	0                   	10000               	0                   	0                   	7                   	1                   	75                  	
75                  	fenjie              	7                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	76                  	
76                  	gujian              	7                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	77                  	
77                  	buzhuang            	7                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	78                  	
78                  	chuanzhuang         	7                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	79                  	
79                  	zongzhuang          	7                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	80                  	
80                  	shiche              	7                   	1                   	-1                  	0                   	30                  	1.16                	0                   	7                   	1                   	301                 	
81                  	buzhuang            	8                   	2                   	5                   	0                   	10000               	0                   	-2                  	1                   	1                   	82                  	
82                  	chuanzhuang         	8                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	83                  	
83                  	zongzhuang          	8                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	84                  	
84                  	shiche              	8                   	1                   	-1                  	0                   	10000               	0                   	0                   	3                   	1                   	85                  	
85                  	fenjie              	8                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	86                  	
86                  	gujian              	8                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	87                  	
87                  	buzhuang            	8                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	88                  	
88                  	chuanzhuang         	8                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	89                  	
89                  	zongzhuang          	8                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	90                  	
90                  	shiche              	8                   	1                   	-1                  	0                   	30                  	0.95                	0                   	3                   	1                   	301                 	
91                  	buzhuang            	9                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	92                  	
92                  	chuanzhuang         	9                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	93                  	
93                  	zongzhuang          	9                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	94                  	
94                  	shiche              	9                   	3                   	-1                  	0                   	10000               	0                   	0                   	3                   	1                   	95                  	
95                  	fenjie              	9                   	3                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	96                  	
96                  	gujian              	9                   	2                   	9                   	0                   	10000               	0                   	0                   	1                   	1                   	97                  	
97                  	buzhuang            	9                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	98                  	
98                  	chuanzhuang         	9                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	99                  	
99                  	zongzhuang          	9                   	1                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	100                 	
100                 	shiche              	9                   	1                   	-1                  	0                   	30                  	1.18                	0                   	3                   	1                   	301                 	
101                 	buzhuang            	10                  	0                   	-1                  	2                   	10000               	0                   	0                   	1                   	1                   	102                 	
102                 	chuanzhuang         	10                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	103                 	
103                 	zongzhuang          	10                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	104                 	
104                 	shiche              	10                  	0                   	-1                  	0                   	10000               	0                   	0                   	3                   	1                   	105                 	
105                 	fenjie              	10                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	106                 	
106                 	gujian              	10                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	107                 	
107                 	buzhuang            	10                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	108                 	
108                 	chuanzhuang         	10                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	109                 	
109                 	zongzhuang          	10                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	110                 	
110                 	shiche              	10                  	0                   	-1                  	0                   	30                  	1.30                	0                   	3                   	1                   	301                 	
111                 	buzhuang            	11                  	0                   	-1                  	1                   	10000               	0                   	0                   	1                   	1                   	112                 	
112                 	chuanzhuang         	11                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	113                 	
113                 	zongzhuang          	11                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	114                 	
114                 	shiche              	11                  	0                   	-1                  	0                   	10000               	0                   	0                   	7                   	1                   	115                 	
115                 	fenjie              	11                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	116                 	
116                 	gujian              	11                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	117                 	
117                 	buzhuang            	11                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	118                 	
118                 	chuanzhuang         	11                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	119                 	
119                 	zongzhuang          	11                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	120                 	
120                 	shiche              	11                  	0                   	-1                  	0                   	30                  	1.17                	0                   	7                   	1                   	301                 	
121                 	buzhuang            	12                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	122                 	
122                 	chuanzhuang         	12                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	123                 	
123                 	zongzhuang          	12                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	124                 	
124                 	shiche              	12                  	0                   	-1                  	0                   	10000               	0                   	0                   	8                   	1                   	125                 	
125                 	fenjie              	12                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	126                 	
126                 	gujian              	12                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	127                 	
127                 	buzhuang            	12                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	128                 	
128                 	chuanzhuang         	12                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	129                 	
129                 	zongzhuang          	12                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	130                 	
130                 	shiche              	12                  	0                   	-1                  	0                   	30                  	0.97                	0                   	8                   	1                   	301                 	
131                 	buzhuang            	13                  	0                   	-1                  	4                   	10000               	0                   	0                   	1                   	1                   	132                 	
132                 	chuanzhuang         	13                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	133                 	
133                 	zongzhuang          	13                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	134                 	
134                 	shiche              	13                  	0                   	-1                  	0                   	10000               	0                   	0                   	4                   	1                   	135                 	
135                 	fenjie              	13                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	136                 	
136                 	gujian              	13                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	137                 	
137                 	buzhuang            	13                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	138                 	
138                 	chuanzhuang         	13                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	139                 	
139                 	zongzhuang          	13                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	140                 	
140                 	shiche              	13                  	0                   	-1                  	0                   	30                  	1.32                	0                   	4                   	1                   	301                 	
141                 	buzhuang            	14                  	0                   	-1                  	3                   	10000               	0                   	0                   	1                   	1                   	142                 	
142                 	chuanzhuang         	14                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	143                 	
143                 	zongzhuang          	14                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	144                 	
144                 	shiche              	14                  	0                   	-1                  	0                   	10000               	0                   	0                   	7                   	1                   	145                 	
145                 	fenjie              	14                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	146                 	
146                 	gujian              	14                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	147                 	
147                 	buzhuang            	14                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	148                 	
148                 	chuanzhuang         	14                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	149                 	
149                 	zongzhuang          	14                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	150                 	
150                 	shiche              	14                  	0                   	-1                  	0                   	60                  	1.19                	0                   	7                   	1                   	301                 	
151                 	buzhuang            	15                  	0                   	-1                  	1                   	10000               	0                   	0                   	1                   	1                   	152                 	
152                 	chuanzhuang         	15                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	153                 	
153                 	zongzhuang          	15                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	154                 	
154                 	shiche              	15                  	0                   	-1                  	0                   	10000               	0                   	0                   	10                  	1                   	155                 	
155                 	fenjie              	15                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	156                 	
156                 	gujian              	15                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	157                 	
157                 	buzhuang            	15                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	158                 	
158                 	chuanzhuang         	15                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	159                 	
159                 	zongzhuang          	15                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	160                 	
160                 	shiche              	15                  	0                   	-1                  	0                   	60                  	0.64                	0                   	10                  	1                   	301                 	
161                 	buzhuang            	16                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	162                 	
162                 	chuanzhuang         	16                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	163                 	
163                 	zongzhuang          	16                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	164                 	
164                 	shiche              	16                  	0                   	-1                  	0                   	10000               	0                   	0                   	9                   	1                   	165                 	
165                 	fenjie              	16                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	166                 	
166                 	gujian              	16                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	167                 	
167                 	buzhuang            	16                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	168                 	
168                 	chuanzhuang         	16                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	169                 	
169                 	zongzhuang          	16                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	170                 	
170                 	shiche              	16                  	0                   	-1                  	0                   	60                  	1.08                	0                   	9                   	1                   	301                 	
171                 	buzhuang            	17                  	0                   	-1                  	5                   	10000               	0                   	0                   	1                   	1                   	172                 	
172                 	chuanzhuang         	17                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	173                 	
173                 	zongzhuang          	17                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	174                 	
174                 	shiche              	17                  	0                   	-1                  	0                   	10000               	0                   	0                   	7                   	1                   	175                 	
175                 	fenjie              	17                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	176                 	
176                 	gujian              	17                  	0                   	-1                  	0                   	10000               	0                   	0                   	1                   	1                   	177                 	
